Decade,Song,Film,Year,MusicDirector,Lyricist,Singer1,Singer2,Singer3
1980s,jaane kaise kab kahaa.N iqaraar ho gayaa -  View,Shakti (1982),1982,R D Burman,Anand Bakshi,Lata, Kishore,
1980s,chaa.Nd apanaa safar Khatm karataa rahaa -  View,Shamaa (1981),1981,Usha Khanna,Zafar Gorakhpuri,Lata,,
1970s,aap yuu.N faasalo.n se guzarate rahe -  View,Shankar Hussain (1977),1977,Khayyam,Jaan Nisar Akhtar,Lata,,
1970s,apane aap raato.n me.n -  View,Shankar Hussain (1977),1977,Khayyam,Kaif Bhopali,Lata,,
1950s,teraa tiir o bepiir dil ke aarampaar hai -  View,Sharaarat (1959),1959,Shankar-Jaikishan,Shailendra,Lata,,
1970s,shariifo.n kaa zamaane me.n ... sharaafat chho.D dii... -  View,Sharafat (1970),1970,Laxmikant-Pyarelal,Anand Bakshi,Lata,,
1970s,"meghaa chhaae aadhii raat, bairan ban ga_ii ni.ndiyaa -  View",Sharmeelee (1971),1971,S D Burman,Neeraj,Lata,,
1950s,kahaa.N se le ke aa_ii hai.n ... merii taqadiir ke m... -  View,Shart (1954),1954,Hemant Kumar,S H Bihari,Lata,,
1950s,kaun huu.N aur kahaa.N huu.N ... ai mere chaman mai.... -  View,Shart (1954),1954,Hemant Kumar,Rajinder Krishan,Lata,,
1950s,2857.isb havaa hai sard sard -  View,Shatranj (1956),1956,C Ramachandra,Rajinder Krishan,Lata,,
1950s,havaa hai sard sard -  View,Shatranj (1956),1956,C Ramachandra,Rajinder Krishan,Lata,,
1950s,sapano.n me.n aanaa chhe.D chhe.D jaanaa -  View,Sheesham (1952),1952,Roshan,Indeevar,Lata, Mukesh,
1950s,banaa_ii hai itanii ba.Dii jisane duniyaa -  View,Sheesham (1952),1952,Roshan,Kaif Irfani,Lata,,
1950s,"naino.n me.n pyaar Dole, dil kaa qaraar Dole -  View",Sheroo (1957),1957,Madan Mohan,Kaif Irfani,Lata,,
1950s,ra.ngo.n ke badalane se tasviir na badalegii -  View,Shikar (1955),1955,Bulo C Rani,Indeevar,Lata,,
1960s,tumako piyaa dil diyaa kitane naaz se -  View,Shikari (1963),1963,G S Kohli,Farooq Kaisar,Lata, Usha,
1960s,chaman ke phuul bhii tujhako gulaab kahate hai.n -  View,Shikari (1963),1963,G S Kohli,Farouq Qaiser,Lata, Rafi,
1950s,kaare badaraa tuu na jaa na jaa bairii tuu bides na ... -  View,Shikast (1953),1953,Shankar-Jaikishan,Shailendra,Lata,,
1950s,raat jaag ke nikaaluu.N tere i.ntazaar me.n -  View,Shikast (1953),1953,Shankar-Jaikishan,Hasrat,Lata,,
1950s,bujh ga_e aashaa ke diye ... badale ra.ng jahaan ke -  View,Shikast (1953),1953,Shankar-Jaikishan,Shailendra,Lata,,
1950s,kuchh chuhale ho.n ... jo na teraa diiwaanaa ho -  View,Shin Shinaaki Booblaa Boo (1952),1952,C Ramachandra,P L Santoshi,Lata, Kishore, Chorus
1950s,saa.nii re ghar ghar me.n ek chor -  View,Shin Shinaaki Booblaa Boo (1952),1952,C Ramachandra,P L Santoshi,Lata, Chorus,
1950s,shin shinaa kii buubalaa buu -  View,Shin Shinaaki Booblaa Boo (1952),1952,C Ramachandra,P L Santoshi,Lata, Chitalkar,
1950s,Takkaa la_ii kalii da_ii -  View,Shin Shinaaki Booblaa Boo (1952),1952,C Ramachandra,P L Santoshi,Lata, Chitalkar,
1950s,"tum kyaa jaano, tumhaarii yaad me.n ham kitanaa roe,... -  View",Shin Shinaaki Booblaa Boo (1952),1952,C Ramachandra,P L Santoshi,Lata,,
1950s,ba.De suuramaa ban ke ... kaise hai.n mizaaj kahiye -  View,Shin Shinaaki Booblaa Boo (1952),1952,C Ramachandra,P L Santoshi,Lata,,
1950s,aa aa jaa aa jaa o jaan-e-vafaa -  View,Shirin Farhaad (1956),1956,S Mohinder,Tanvir Naqvi,Lata, Hemant,
1950s,"guzaraa huaa zamaanaa, aataa nahii.n dubaaraa, haafi... -  View",Shirin Farhaad (1956),1956,S Mohinder,Tanvir Naqvi,Lata,,
1950s,aayii barakhaa bahaar pa.De buu.Ndan phuhaar -  View,Shokhiyaan (1951),1951,Jamal Sen,Kedar Sharma,Lata, Pramodini, Chorus
1950s,sapanaa ban saajan aaye -  View,Shokhiyaan (1951),1951,Jamal Sen,Kedar Sharma,Lata,,
1970s,"jab tak hai jaa.n, jaan\-e\-jahaa.N -  View",Shole (1975),1975,R D Burman,Anand Bakshi,Lata,,
1970s,"ik pyaar kaa naGamaa hai, maujo.n kii ravaanii hai -  View",Shor (1972),1972,Laxmikant-Pyarelal,Santosh Anand,Lata, Mukesh,
1950s,vo gokul kaa gvaalaa thaa -  View,Shree Chaitanya Mahaaprabhu (1953),1953,R C Boral,Bharat Vyas,Lata, Dhananjay Bhattacharya,
1950s,terii priit samajh naa aaye -  View,Shree Chaitanya Mahaprabhu (1953),1953,R C Boral,Bharat Vyas,Lata,,
1950s,baaje muraliyaa baaje ... sapane hue saache -  View,Shree Chaitanya Mahaprabhu (1953),1953,R C Boral,Bharat Vyas,Lata,,
1950s,iichak daanaa biichak daanaa -  View,Shri 420 (1955),1955,Shankar-Jaikishan,Hasrat,Lata, Mukesh,
1950s,o jaane vaale mu.D ke zaraa dekhate jaanaa -  View,Shri 420 (1955),1955,Shankar-Jaikishan,Hasrat,Lata,,
1980s,havaa ye prabhaatii -  View,Shubhkaamna (1983),1983,R D Burman,Anjaan,Lata,,
1980s,dekhaa ek Kvaab to ye silasile hue -  View,Silsila (1981),1981,Shiv-Hari,Javed Akhtar,Lata, Kishore,
1980s,"jo tum to.Do piiyaa, mai.n nahii.n to.Duu.N re -  View",Silsila (1981),1981,Shiv-Hari,Meerabai,Lata,,
1940s,aaraam ke the saathii kyaa kyaa -  View,Sipahiya (1949),1949,C Ramachandra,Arzoo Lucknowi,Lata,,
1940s,ai aa.Nkh ab naa ronaa ronaa to umr bhar hai -  View,Sipahiya (1949),1949,C Ramachandra,Rammurti Chaturvedi,Lata, Chitalkar,
1940s,"chalo ghuu.NghaT me.n ... gajab tore nainaa, sitam t... -  View",Sipahiya (1949),1949,C Ramachandra,Ram Murty Chaturvedi,Lata, Geeta, Chorus
1940s,"dard jagaa ke, Thes lagaa ke chale gaye wo chale gaye -  View",Sipahiya (1949),1949,C Ramachandra,Ram Murty Chaturvedi,Lata,,
1940s,ha.Nsii ha.Nsii na rahii aur Kushii Kushii na rahii -  View,Sipahiya (1949),1949,C Ramachandra,Arzoo Lakhnavi,Lata,,
1940s,lagaa hai kuCh aisaa nishaanaa kisii kaa -  View,Sipahiya (1949),1949,C Ramachandra,Banvaasi,Lata, Chitalkar,
1950s,"aa, khilate hai.n gul, o, mere bulabul -  View",Sitaaron Se Aagey (1958),1958,S D Burman,Majrooh,Lata, Chorus,
1950s,saiyaa.N kaise dhaaruu.N dhiir -  View,Sitaaron Se Aagey (1958),1958,S D Burman,Majrooh,Lata, Chorus,
1950s,jamunaa ke paar ko_ii bansii bajaaye -  View,Sitara (1955),1955,Ghulam Mohammad,Shakeel,Lata,,
1950s,taqadiir kii gardish kyaa kam thii -  View,Sitara (1955),1955,Ghulam Mohammad,Shakeel,Lata,,
1980s,tho.Dii sii zamii.n tho.Daa aasamaa.N -  View,Sitara (1980),1980,R D Burman,Gulzar,Lata, Bhupinder,
1950s,meraa bichha.Daa yaar milaa de sadakaa rasuul kaa -  View,Sohni Mahiwaal (1958),1958,Naushad,Shakeel,Lata,,
1960s,"dil to.Dane vaale, tujhe dil Dhuu.NDh rahaa hai -  View",Son Of India (1962),1962,Naushad,Shakeel,Lata, Rafi,
1960s,diyaa naa bujhe rii aaj hamaaraa -  View,Son Of India (1962),1962,Naushad,Shakeel,Lata, Chorus,
1960s,aaj chhe.Do mohabbat kii shahanaa_iyaa.N -  View,Son Of India (1962),1962,Naushad,Shakeel,Lata,,
1960s,chal di_e de ke Gam ye na sochaa ke ham -  View,Son Of India (1962),1962,Naushad,Shakeel,Lata,,
1950s,vo chaa.Nd chamakaa vo nuur chhalakaa -  View,Son Of Sindbaad (1958),1958,Chitragupt,Prem Dhawan,Lata, Mukesh,
1960s,giit meraa sulaaye jagaaye tujhe -  View,Soorat Aur Seerat (1962),1962,Roshan,Sahir,Lata,,
1950s,dil le ke dil diyaa hai ehasaan kyaa kiyaa hai -  View,Stage (1951),1951,Husnlal-Bhagatram,Sarshar Sailani,Lata, Rafi,
1960s,jhilamil jhilamil laharo.n kaa aa.Nchal u.Dataa hai ... -  View,Stree (1961),1961,C Ramachandra,Bharat Vyas,Lata,,
1960s,o nirda_ii priitam -  View,Stree (1961),1961,C Ramachandra,Bharat Vyas,Lata,,
1960s,tuu hii hai meraa sahaaraa -  View,Stree (1961),1961,C Ramachandra,Bharat Vyas,Lata,,
1980s,tum aasha vishvaas hamaare -  View,Subah (1982),1982,Hridaynath Mangeshkar,Narendra Sharma,Lata,,
1980s,cha.nd rozaa zindagii hai -  View,Subah (1984),1984,Hridaynath Mangeshkar,Narendra Sharma,Lata,,
1950s,kahuu.N kaa se mai.n man kii baat -  View,Subah Kaa Taaraa (1954),1954,C Ramachandra,Noor Lucknowi,Lata,,
1950s,Khushii achchhii hai ... qisamat ne hamako zulm uTha... -  View,Subah Kaa Taaraa (1954),1954,C Ramachandra,Noor Lucknowi,Lata,,
1950s,chalii ban ke dulhan ... moraa maike me.n jii ghabar... -  View,Subah Kaa Taaraa (1954),1954,C Ramachandra,Noor Lakhnawi,Lata,,
1960s,baago.n me.n khilate hai.n phuul qasam terii -  View,Suhaag Sindoor (1961),1961,Chitragupt,Rajinder Krishan,Lata, Talat,
1960s,haiyaa o ga.ngaa maiyaa ... ga.ngaa maiyaa me.n jab ... -  View,Suhaagraat (1968),1968,Kalyanji-Anandji,Indeevar,Lata,,
1960s,ek baat puuchhatii huu.N -  View,Suhagan (1964),1964,Madan Mohan,Hasrat Jaipuri,Lata,,
1960s,tumhii.n to merii puujaa ho -  View,Suhagan (1964),1964,Madan Mohan,Hasrat,Lata, Talat,
1960s,bhiigii chaa.Ndanii chhaaii bekhuudii aa jaa Daal de... -  View,Suhagan (1964),1964,Madan Mohan,Hasrat,Lata, Manna Dey,
1960s,maa.Ngane se jo maut mil jaatii -  View,Sunehre Qadam (1966),1966,Bulo C Rani,Mahendra Pran,Lata,,
1960s,na baaz aayaa muqaddar mujhe miTaane se -  View,Sunehre Qadam (1966),1966,Bulo C Rani,Mahendra Pran,Lata,,
1980s,"jaane kyaa baat hai, nii.nd nahii.n aatii, ba.Dii la... -  View",Sunny (1984),1984,R D Burman,Anand Bakshi,Lata,,
1950s,guzarii thii raat aadhii Kaamosh thaa zamaanaa -  View,Surang (1953),1953,Shivram Krishan,Shevan Rizvi,Lata,,
1950s,kuhuu kuhuu bole koyaliyaa -  View,Suvarna Sundari (1958),1958,Adi Narayan Rao,Bharat Vyas,Lata, Rafi,
1950s,mausam suhaanaa dil hai diivaanaa aa jaa piyaa -  View,Suvarna Sundari (1958),1958,Adi Narayan Rao,Bharat Vyas,Lata,,
1950s,mujhe na bulaa -  View,Suvarna Sundari (1958),1958,Adi Narayan Rao,Bharat Vyas,Lata,,
1970s,"pal bhar me.n ye kyaa ho gayaa, vo mai.n gayii vo ma... -  View",Swami (1977),1977,Rajesh Roshan,Amit Khanna,Lata,,
1980s,"ajanabii kaun ho tum, jabase tumhe.n dekhaa hai -  View",Sweekaar Kiyaa Maine (1983),1983,Usha Khanna,Nida Fazli,Lata,,
1950s,ik baat bataa de jogii -  View,Taaj (1956),1956,Hemant Kumar,Rajinder Krishan,Lata,,
1950s,jahaa.N me.n aayii diivaalii -  View,Taaj (1956),1956,Hemant Kumar,Rajinder Krishan,Lata,,
1950s,mohe chho.D gayo moraa saa.Nvariyaa -  View,Taaj (1956),1956,Hemant Kumar,Rajinder Krishan,Lata,,
1950s,"raham kar aasamaa.N, raham kar aasamaa.N -  View",Taaj (1956),1956,Hemant Kumar,Rajinder Krishan,Lata,,
1950s,tum sa.ng laage piyaa more nainaa -  View,Taaj (1956),1956,Hemant Kumar,Rajinder Krishan,Lata,,
1950s,ba.nsii kii dhun sun -  View,Taaj (1956),1956,Hemant Kumar,Rajinder Krishan,Lata,,
1950s,"baa.Nsuriyaa phir se bajaao, kaanhaa -  View",Taaj (1956),1956,Hemant Kumar,Rajinder Krishan,Lata, Hemant,
1950s,balamaa jaa mai.n tose haarii -  View,Taaj (1956),1956,Hemant Kumar,Rajinder Krishan,Lata,,
1950s,halke halke chalo saa.Nvare -  View,Taangaawaali (1955),1955,Salil Chowdhury,Prem Dhawan,Lata, Hemant,
1950s,rimajhim\-rimajhim barakhaa barase nain more tarase -  View,Taangaawaali (1955),1955,Salil Chowdhury,Prem Dhawan,Lata,,
1960s,jurm\-e\-ulfat pe hame.n log sazaa dete hai.n -  View,Taj Mahal (1963),1963,Roshan,Sahir,Lata, Kamal Barot, Ira Nagrath
1960s,khudaa\-e\-bartar -  View,Taj Mahal (1963),1963,Roshan,Sahir,Lata,,
1950s,brij ke nandalaalaa -  View,Taksaal (1956),1956,Roshan,Prem Dhawan,Lata,,
1950s,dil bhii teraa ham bhii tere -  View,Taksaal/ The Mint (1956),1956,Roshan,Prem Dhawan,Lata,,
1950s,dil hai luTaa hu_aa jahaa.N -  View,Talaash (1957),1957,C Ramachandra,Rajinder Krishan,Lata,,
1960s,khaa_ii hai re hamane qasam -  View,Talaash (1969),1969,S D Burman,Majrooh Sultanpuri,Lata,,
1960s,kitanii akelii kitanii tanahaa sii lagii -  View,Talaash (1969),1969,S D Burman,Majrooh,Lata,,
1950s,"kyo.n akhiyaa.N bhar aayii, phir koii yaad aayaa -  View",Tamaashaa (1952),1952,Manna Dey,Bharat Vyas,Lata,,
1950s,kyuu.N a.nkhiyaa.N bhar aa_ii.n ... bhuul sake na ha... -  View,Tamaashaa (1952),1952,Manna Dey,Bharat Vyas,Lata,,
1950s,mere chhoTe se dil ko to.D chale -  View,Tamaashaa (1952),1952,Manna Dey,Bharat Vyas,Lata,,
1960s,saat samundar paar ke gu.Diyo.n ke baazaar se -  View,Taqdeer (1967),1967,Laxmikant-Pyarelal,Anand Bakshi,Lata, Sulakshana Pandit, Meena
1950s,"siine me.n sulagate hai.n aramaa.n, aa.Nkho.n me.n u... -  View",Taraanaa (1951),1951,Anil Biswas,Prem Dhawan,Lata, Talat,
1950s,vo din kahaa.N gaye bataa -  View,Taraanaa (1951),1951,Anil Biswas,D N Madhok,Lata,,
1950s,be_imaan tore nainawaa nii.ndiyaa naa aaye -  View,Taraanaa (1951),1951,Anil Biswas,D N Madhok,Lata,,
1980s,barase ghana saarii raat sa.ng so jaa_o -  View,Tarang (1984),1984,Vanraj Bhatia,Raghuvir Sahay,Lata,,
1950s,"dil jale to jale, Gam pale to pale -  View",Taxi Driver (1954),1954,S D Burman,Sahir,Lata,,
1950s,"dil se milaa ke dil, pyaar kiijiye, koii suhaanaa iq... -  View",Taxi Driver (1954),1954,S D Burman,Sahir,Lata,,
1950s,ai merii zi.ndagii aaj raat jhuum le -  View,Taxi Driver (1954),1954,S D Burman,Sahir,Lata,,
1960s,uf kitanii ThaNDii hai ye rut sulaGe hai tanahaa_ii ... -  View,Teen Deviyan (1965),1965,S D Burman,Majrooh,Lata, Kishore,
1950s,rahatii nahii.n hameshaa -  View,Teerandaaz (1955),1955,C Ramachandra,Rajinder Krishan,Lata, Chorus,
1950s,ai pardaanashii.n ye ishq kahii.n -  View,Teerandaaz (1955),1955,C Ramachandra,Rajinder Krishan,Lata, Chorus,
1950s,ye hasiin shaam -  View,Teerandaaz (1955),1955,C Ramachandra,Rajinder Krishan,Lata, Chorus,
1950s,ba.Dii bewafaa hai -  View,Teerandaaz (1955),1955,C Ramachandra,Rajinder Krishan,Lata, Chorus,
1960s,maare gaye gulafaam ajii haa.N -  View,Teesri Qasam (1966),1966,Shankar-Jaikishan,Hasrat,Lata,,
1960s,rahegaa ishq teraa ... aa aa bhii jaa raat Dhalane l... -  View,Teesri Qasam (1966),1966,Shankar-Jaikishan,Shailendra,Lata,,
1960s,mahalo.n me.n rahane vaalii dil hai gariib kaa -  View,Tel Malish Boot Polish (1961),1961,Chitragupt,Prem Dhawan,Lata, Talat,
1960s,ye tanhaaii haay re haay re jaane phir aae naa aae -  View,Tere Ghar Ke Samne (1963),1963,S D Burman,Hasrat,Lata,,
1970s,jaise raadhaa ne maalaa japii shyaam kii -  View,Tere Mere Sapne (1971),1971,S D Burman,Neeraj,Lata,,
1970s,mai.n ne kasam lii tuune kasam lii nahii.n ho.nge ju... -  View,Tere Mere Sapne (1971),1971,S D Burman,Neeraj,Lata, Kishore,
1970s,meraa antar ek ma.ndir hai teraa -  View,Tere Mere Sapne (1971),1971,S D Burman,Neeraj,Lata,,
1970s,"kis liye mai.n ne pyaar kiyaa, dil ko yuu.Nhii beqar... -  View",The Train (1970),1970,R D Burman,Anand Bakshi,Lata,,
1950s,Kvaab me.n hamako bulaate ho -  View,Toofan (1954),1954,S D Batish,Kaif Irfani,Lata,,
1960s,"ai mere dil\-e\-naadaa.n, tuu Gam se na ghabaraanaa -  View",Tower House (1962),1962,Ravi,Asad Bhopali,Lata,,
1960s,saiyaa.N saiyaa.N pyaar na jaane -  View,Trip To Moon/ Chand Par Chadhaai (1967),1967,Usha Khanna,,Lata,,
1970s,din-b-din vo mere dil se -  View,Trishnaa (1978),1978,Kalyanji-Anandji,Anjaan,Lata,,
1970s,muhabbat ba.De kaam kii chiiz hai -  View,Trishul (1978),1978,Khayyam,Sahir,Lata, Kishore, Yesudas
1970s,tumhe.n dekhatii huu.N to lagataa hai aise -  View,Tumhaare Liye (1978),1978,Jaidev,Naqsh Lyallpuri,Lata,,
1960s,ra.ngat terii suurat-sii kisii me.n nahii.n nahii.n -  View,Tumse Achchhaa Kaun Hai (1969),1969,Shankar-Jaikishan,Hasrat Jaipuri,Lata, Rafi,
1950s,Duubaa taaraa ummiido.n kaa sahaaraa chhuuT gayaa -  View,Udan Khatolaa (1955),1955,Naushad,Shakeel,Lata,,
1950s,gariibo.n ko tuu e duniyaa sataa le jitanaa jii chaahe -  View,Udan Khatolaa (1955),1955,Naushad,Shakeel,Lata,,
1950s,ghar aayaa mahamaan koii jaan na pahachaan bane baal... -  View,Udan Khatolaa (1955),1955,Naushad,Shakeel,Lata,,
1950s,haal-e-dil mai.n kyaa kahuu.N -  View,Udan Khatolaa (1955),1955,Naushad,Shakeel,Lata,,
1950s,hamaare dil se na jaanaa -  View,Udan Khatolaa (1955),1955,Naushad,Shakeel,Lata,,
1950s,meraa salaam le jaa -  View,Udan Khatolaa (1955),1955,Naushad,Shakeel,Lata,,
1950s,more saiyaa.njii utarenge paar ho -  View,Udan Khatolaa (1955),1955,Naushad,Shakeel,Lata,,
1950s,na ro ai dil kahii.n rone se taqadiire.n badalatii h... -  View,Udan Khatolaa (1955),1955,Naushad,Shakeel,Lata,,
1950s,sitaaro.n kii mahafil -  View,Udan Khatolaa (1955),1955,Naushad,Shakeel,Lata,,
1940s,patajha.D ke gaye din biit basa.ntii phuul khile -  View,Uddhar (1949),1949,Vasant Desai,Narendra Sharma,Lata, Chorus,
1940s,ra.ngiin gagan piichhe chhuuTaa -  View,Uddhar (1949),1949,Vasant Desai,Narendra Sharma,Lata,,
1950s,teraa jalavaa jisane dekhaa vo teraa ho gayaa -  View,Ujaalaa (1959),1959,Shankar-Jaikishan,Hasrat,Lata,,
1950s,chham chham lo suno chham chham -  View,Ujala (1959),1959,Shankar-Jaikishan,Shailendra,Lata, Manna Dey, Chorus
1970s,dil kaa guladastaa baa.Nho.n kaa haar -  View,Uljhan (1975),1975,Kalyanji-Anandji,M G Hashmat,Kishore,Lata,
1970s,"suunii re nagariyaa, suunii re sejariyaa -  View",Upahaar (1971),1971,Laxmikant-Pyarelal,Anand Bakshi,Lata,,
1970s,tumane piyaa diyaa sab kuchh -  View,Us Paar (1974),1974,S D Burman,Yogesh,Lata,,
1970s,ye jab se huii jiyaa kii chorii -  View,Us Paar (1974),1974,S D Burman,Yogesh,Lata,,
1960s,machalatii aarazuu kha.Dii baa.Nhe.n pasaare -  View,Usne Kahaa Thaa (1960),1960,Salil Chowdhury,Shailendra,Lata,,
1980s,man kyo.n bahakaa re bahakaa aadhii raat ko -  View,Utsav (1984),1984,Laxmikant-Pyarelal,Vasant Dev,Lata, Asha,
1980s,unase pyaar ho gayaa -  View,Uttar Dakshin (1987),1987,Shankar-Jaikishan,Shailendra,Lata,,
1960s,ye parbato.n ke daayare ye shaam kaa dhuaa.N -  View,Vaasna (1968),1968,Chitragupt,Sahir,Lata, Rafi,
1960s,thaaNe kaajaLiyo baNaalayuu.n mhaare naiNaa me.n ram... -  View,Veer Durgaadaas (1960),1960,S N Tripathi,Bharat Vyas,Lata, Mukesh,
1950s,tarase jiyaa barase piyaa -  View,Veer Raajputaani (1955),1955,Bulo C Rani,G S Nepali,Lata,,
2000s,jaane kyuu.N Kwaabo.n kaa mausam hai -  View,Veer-Zaara (2004),2004,Madan Mohan,Javed Akhtar,Lata,,
2000s,laharaatii huii.n raahe.n ... ye ham aa gaye hai.n k... -  View,Veer-Zaara (2004),2004,Madan Mohan,Javed Akhtar,Lata, Udit Narayan,
1980s,o saathiyaa saare sahaare TuuT jaa_e.N -  View,Vidhaataa/ Creator Of Universe (1982),1982,Kalyanji-Anandji,Anand Bakshi,Lata,,
1960s,more nainaa saavan bhaado -  View,Vidyapati (Bhojpuri) (1964),1964,V Balsara,Prahlad Sharma,Lata,,
1980s,mere pyaar kii umar ho itanii sanam -  View,Waaris (1988),1988,Uttam Singh-Jagdish Khanna,,Lata, Vinod Rathod (?),
1950s,kaagaa re jaa re jaa re -  View,Wafa (1950),1950,Vinod,Aziz Kashmiri,Lata,,
1970s,mai.n tumase muhabbat karatii huu.N ... ##I am sorry## -  View,Warrant (1975),1975,R D Burman,Anand Bakshi,Lata,,
1960s,"jo hamane daastaa.n apanii sunaaii, aap kyo.n roe -  View",Woh Kaun Thi (1964),1964,Madan Mohan,Raja Mehdi Ali Khan,Lata,,
1960s,lag jaa gale ki phir ye hasii.n raat ho na ho -  View,Woh Kaun Thi (1964),1964,Madan Mohan,Raja Mehdi Ali Khan,Lata,,
1960s,nainaa barase.n rimajhim rimajhim -  View,Woh Kaun Thi (1964),1964,Madan Mohan,Raja Mehdi Ali Khan,Lata,,
1970s,yaado.n kii baaraat nikalii hai -  View,Yaadon Ki Baaraat (1973),1973,R D Burman,Majrooh,Kishore, Rafi,Lata
1950s,dil un ko Dhuu.NDhataa hai ham dil ko Dhuu.NDhate ha... -  View,Yaasmin (1955),1955,C Ramachandra,Jaan Nisar Akhtar,Lata,,
1950s,ha.Ns ha.Ns ke hasiino.n se nazar chaar kiye jaa -  View,Yaasmin (1955),1955,C Ramachandra,Jaan Nisar Akhtar,Lata,,
1950s,"aa.Nkho.n me.n samaa jaao, is dil me.n rahaa karanaa -  View",Yaasmin (1955),1955,C Ramachandra,Jaan Nisar Akhtar,Lata,,
1950s,muhabbat me.n pahalaa kadam rakhanevaalo.n -  View,Yaasmin (1955),1955,C Ramachandra,Jaan Nisar Akhtar,Lata,,
1950s,mujhape ilzaam\-e\-bewafaaii hai -  View,Yaasmin (1955),1955,C Ramachandra,Jaan Nisar Akhtar,Lata,,
1950s,"ab vo raate.n kahaa.N, ab vo baate.n kahaa.N -  View",Yaasmin (1955),1955,C Ramachandra,Jaan Nisar Akhtar,Lata,,
1950s,tum apanii yaad bhii dil se -  View,Yaasmin (1955),1955,C Ramachandra,Jaan Nisar Akhtar,Lata, Talat,
1950s,bechain karane vaale tuu bhii na chain paaye -  View,Yaasmin (1955),1955,C Ramachandra,Tanvir Naqvi,Lata,,
1950s,bhar bhar ke jaam pilaa de -  View,Yaasmin (1955),1955,C Ramachandra,Jaan Nisar Akhtar,Lata, Chorus,
1950s,dil me.n pyaar kaa tuufaan naa samajhe ko_ii naadaan -  View,Yahudi (1958),1958,Shankar-Jaikishan,Shailendra,Lata,,
1950s,aa.Nsuu kii aag leke terii yaad aa_ii -  View,Yahudi (1958),1958,Shankar-Jaikishan,Hasrat,Lata,,
1950s,merii jaa.N merii jaa.N pyaar kisii se ho hii gayaa ... -  View,Yahudi (1958),1958,Shankar-Jaikishan,Shailendra,Lata,,
1950s,aate jaate pahaluu me.n aayaa koii -  View,Yahudi (1958),1958,Shankar-Jaikishan,Shailendra,Lata,,
1950s,bechain dil kho_ii sii nazar tanhaa_iyo.n me.n -  View,Yahudi (1958),1958,Shankar-Jaikishan,Shailendra,Lata, Geeta,
1960s,dil jalegaa to zamaane me.n ujaalaa hogaa -  View,Yeh Basti Yeh Log (1960s),960s,Bhola Shreshtha,Prem Warbartani,Lata,,
1990s,jaanam ##I love you you love me## -  View,Yeh Dillagi (1994),1994,Dilip Sen-Sameer Sen,Anand Bakshi,Lata, Kumar Sanu,
1990s,"naam kyaa hai, pyaar kaa maaraa -  View",Yeh Dillagi (1994),1994,Dilip Sen-Sameer Sen,Sameer,Lata, Kumar Sanu,
1990s,dekho zaraa dekho barasaat kii jha.Dii -  View,Yeh Dillagi (1994),1994,Dilip Sen-Sameer Sen,Sameer,Lata, Kumar Sanu,
1970s,kyaa ye zi.ndagii hai kaisii bebasii hai -  View,Yeh Gulistaan Hamaaraa (1972),1972,S D Burman,Anand Bakshi,Lata, S D Burman, Chorus
1970s,o tushimaa rii tushimaa aaj jaane kis kaaraN -  View,Yeh Gulistaan Hamaaraa (1972),1972,S D Burman,Anand Bakshi,Lata,,
1970s,"rainaa soyii soyii, nainaa jaagii jaagii -  View",Yeh Gulistaan Hamaaraa (1972),1972,S D Burman,Anand Bakshi,Lata, S D Burman, R D Burman
1960s,jaane kaisaa chhaane lagaa nashaa ye pyaar kaa -  View,Zabak (1961),1961,Chitragupt,Prem Dhawan,Lata,,
1960s,mujhe mubaaraq puraanii yaade.n ... mahalo.n ne chhi... -  View,Zabak (1961),1961,Chitragupt,Prem Dhawan,Lata, Mukesh,
1960s,"terii duniyaa se duur, chale hoke majabuur, hame.n y... -  View",Zabak (1961),1961,Chitragupt,Prem Dhawan,Lata, Rafi,
1980s,aisaa samaa.N na hotaa -  View,Zameen Aasmaan (1984),1984,R D Burman,Anjaan,Lata, Chorus,
1970s,banaa ke kyuu.N bigaa.Daa re bigaa.Daa re nasiibaa -  View,Zanjeer (1973),1973,Kalyanji-Anandji,Gulshan Bawra,Lata,,
1940s,ab kaun sahaaraa hai jab teraa sahaaraa chhuuT gayaa -  View,Ziddi (1948),1948,Khemchand Prakash,Prem Dhawan,Lata,,
1940s,cha.ndaa re jaa re jaa re -  View,Ziddi (1948),1948,Khemchand Prakash,Prem Dhawan,Lata,,
1940s,jaaduu kar gaye kisii ke nainaa -  View,Ziddi (1948),1948,Khemchand Prakash,Prem Dhawan,Lata,,
1940s,tujhe o bevafaa ham zi.ndagii kaa aasaraa samajhe -  View,Ziddi (1948),1948,Khemchand Prakash,Raja Mehdi Ali Khan,Lata,,
1960s,raat kaa samaa jhuume chandramaa -  View,Ziddi (1964),1964,S D Burman,Hasrat,Lata,,
1950s,abhii to sajii hai muraado.n kii duniyaa -  View,Zindagi (1956),1956,Mohammed Shafi,Kaifi Azmi,Lata,,
1960s,ham dil kaa ka.Nval de.nge jisako -  View,Zindagi (1964),1964,Shankar-Jaikishan,Shailendra,Lata,,
